+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                            ;
+----------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndC13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndC12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndC11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_OrS21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_OrS12                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_OrS11                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndS24                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndS23                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndS22                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndS21                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndS14                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndS13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndS12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_AndS11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_Invg2                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_Invg1                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI|g_Invg0                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:5:ADDERI                           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_OrC21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_OrC12                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_OrC11                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndC24                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndC23                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndC22                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndC21                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndC14                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndC13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndC12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndC11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_OrS21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_OrS12                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_OrS11                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndS24                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndS23                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndS22                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndS21                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndS14                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndS13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndS12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_AndS11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_Invg2                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_Invg1                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI|g_Invg0                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:4:ADDERI                           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_OrC21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_OrC12                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_OrC11                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndC24                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndC23                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndC22                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndC21                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndC14                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndC13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndC12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndC11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_OrS21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_OrS12                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_OrS11                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndS24                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndS23                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndS22                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndS21                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndS14                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndS13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndS12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_AndS11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_Invg2                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_Invg1                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI|g_Invg0                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:3:ADDERI                           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_OrC21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_OrC12                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_OrC11                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndC24                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndC23                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndC22                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndC21                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndC14                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndC13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndC12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndC11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_OrS21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_OrS12                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_OrS11                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndS24                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndS23                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndS22                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndS21                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndS14                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndS13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndS12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_AndS11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_Invg2                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_Invg1                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI|g_Invg0                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:2:ADDERI                           ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_OrC21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_OrC12                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_OrC11                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_AndC24                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_AndC23                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_AndC22                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_AndC21                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_AndC14                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_AndC13                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_AndC12                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_AndC11                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MIPS_Proc_ALU|ALU_Slt|SLT_Adder|\G_NBit_ADDER:1:ADDERI|g_OrS21                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
